uri,name,type,channel,color,blend,affine,tps,view,exclusive,group,contrast_limits,grid,grid_position,display,format,spot_radius,bounding_box
/Users/eglijan/data/zenodo/20200812-CardiomyocyteDifferentiation14-Cycle1.zarr/B/03/0,WellName,,,,,,,,,,,,,,,,
